"country","specialty","state","respondentId","surveyStatus","lastInteraction","firstInteraction","studyId","title","Q1","Q3","Q4","Q5","Q6","Q20-1","Q20-2","Q20-3","Q21","Q22","Q23","Q24-1","Q24-2","Q24-3","Q24-4","Q24-5","Q24-6","Q24-7","Q25-1","Q25-2","Q25-3","Q25-4","Q25-5","Q25-6","Q2","Q7-1","Q7-2","Q7-3","Q8","Q11-5","Q14-5","Q18","Q19","Q9","Q10","Q12-5","Q12-17","Q12-18","Q12-19","Q13-5","Q13-9","Q13-17","Q13-18","Q15-5","Q15-17","Q15-18","Q15-19","Q16-5","Q16-9","Q16-17","Q16-18","Q11-11","Q11-13","Q14-11","Q14-13","Q11-2","Q12-2","Q12-4","Q14-2","Q15-2","Q15-4","Q17","Q12-11","Q12-12","Q12-13","Q13-11","Q13-12","Q13-13","Q13-19","Q15-11","Q15-12","Q15-13","Q16-11","Q16-12","Q16-13","Q16-19","Q12-8","Q13-8","Q15-8","Q16-8","Q12-9","Q13-6","Q13-21","Q15-9","Q16-6","Q16-21","Q11-9","Q14-9","Q11-20","Q14-20","Q12-1","Q12-3","Q12-7","Q12-15","Q13-2","Q13-4","Q13-7","Q13-10","Q13-14","Q13-15","Q15-1","Q15-3","Q15-7","Q15-15","Q16-2","Q16-4","Q16-7","Q16-10","Q16-14","Q16-15","Q11-4","Q11-12","Q14-4","Q14-12","Q13-20","Q16-20","Q11-3","Q11-8","Q11-14","Q11-15","Q14-3","Q14-8","Q14-14","Q14-15","Q12-20","Q15-20","Q13-1","Q13-3","Q16-1","Q16-3","Q12-21","Q15-21","Q12-10","Q15-10","Q12-14","Q15-14","Q11-1","Q14-1","Q11-17","Q11-18","Q11-19","Q14-17","Q14-18","Q14-19","Q12-22","Q13-22","Q15-22","Q16-22","Q13-16","Q16-16","Q12-6","Q15-6","Q11-21","Q11-22","Q14-21","Q14-22","Q11-6","Q11-7","Q11-16","Q12-16","Q14-6","Q14-7","Q14-16","Q15-16","Q11-10","Q14-10","label","WAVE","pulseId","surveyTime","current_wave","treatment_setting","efficacy_overall_1","efficacy_overall_2","efficacy_overall_3","efficacy_overall_4","efficacy_overall_5","efficacy_overall_6","efficacy_overall_7","efficacy_overall_8","efficacy_overall_9","efficacy_overall_10","efficacy_overall_11","efficacy_overall_12","efficacy_overall_13","efficacy_overall_14","efficacy_overall_15","efficacy_overall_16","efficacy_overall_17","efficacy_overall_18","efficacy_overall_19","efficacy_overall_20","efficacy_overall_21","efficacy_overall_22","safety_overall_1","safety_overall_2","safety_overall_3","safety_overall_4","safety_overall_5","safety_overall_6","safety_overall_7","safety_overall_8","safety_overall_9","safety_overall_10","safety_overall_11","safety_overall_12","safety_overall_13","safety_overall_14","safety_overall_15","safety_overall_16","safety_overall_17","safety_overall_18","safety_overall_19","safety_overall_20","safety_overall_21","safety_overall_22"
"US","Physical Medicine & Rehabilitation (Physiatry)","Arizona","651f99b2-a975-4b47-96d8-d199b405375e","Completed","2020-04-15T02:22:17.816699","2020-04-15T02:16:02.440632","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","1","1","2","4",,"4","3","4","2","1",,"2","5","1","3","4","6","7","2","1","4","3","6","5","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",6.256266666666666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Internal Medicine","Maryland","8f14d4b8-3dff-4b2f-988a-6e967837e8d7","Completed","2020-04-15T02:13:15.743995","2020-04-15T02:04:37.404731","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","7","2","1","4","3","4","4","1","2","4","4","5","3","2","1","7","6","4","3","5","6","2","1","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",8.638983333333334,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Family Medicine / Practice (FP)","Georgia","20b4f8d9-e1f7-4458-a3f0-c3ba43f5530b","Completed","2020-04-15T02:12:07.719091","2020-04-15T02:05:26.933297","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","3","1","1,3","4","4","3","4","1","1",,"4","5","1","3","2","7","6","1","2","3","5","6","4","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",6.679766666666667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Radiology","North Carolina","54e2b7fd-85d6-4f09-b1b3-19a395710ce9","Completed","2020-04-15T02:09:59.892229","2020-04-15T01:56:30.720516","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","4","2","1,3","3","1","3","4","2","1",,"2","1","5","4","3","7","6","2","6","3","4","1","5","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",13.4862,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Physical Medicine & Rehabilitation (Physiatry)","California","0af033da-f155-480f-aeac-91ed6cec9040","Completed","2020-04-15T02:08:57.582139","2020-04-15T02:01:09.006644","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","2","4","1","1","6","5","5","5","1","1",,"7","3","1","6","2","4","5","6","3","1","5","2","4","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",7.8096000000000005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Internal Medicine","Georgia","95178bf7-5370-4560-a794-44218fd0bc14","Completed","2020-04-15T02:08:18.302401","2020-04-15T00:35:21.659525","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","4","1","2",,"5","5","5","2","2","2","1","2","5","3","4","7","6","1","6","2","3","5","4","2","1","5","3",,,,"2,5,6,7","5","1,2,4,5,9,11,12,13,17,18,19","1,2,4,5,7,8,9,11,12,13,17,18,19","3","6","6","6","3","3","6","6","4","3","3","3","4","3","3","3",,,,,,"3","4",,"3","3","1","3","3","3","3","3","3","6","4","4","4","4","4","4","3",,"4",,"3","3",,,"3",,,,,,,"2",,,,"3","4","3",,,,"2",,,,"3","3","3",,,,,,,,,,,,,,,,,,,,"2",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",92.94405,0,4,"2","3",,"4","3",,,,"3",,"3","3","3",,,,"6","6","6",,,,"2","3",,"3","4",,,,"3",,"4","4","4",,,,"3","3","3",,,
"US","Family Medicine / Practice (FP)","Florida","a79753a8-8321-4054-a9e1-61bb077f625c","Completed","2020-04-15T02:07:23.570161","2020-04-15T02:04:31.373713","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","6","1","1","6","3","5","1","1","1",,"2","3","6","5","7","4","1","3","5","4","6","1","2","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",2.8699500000000002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Internal Medicine","New York","d4ef01e8-efe9-4ee8-b6ca-b3056cd6cc93","Completed","2020-04-15T02:00:41.113063","2020-04-15T01:57:00.416032","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","3","1","2,3",,"2","4","5","1","2","2","1","4","5","2","3","7","6","4","1","5","6","2","3","2","6","1","1","23",,,"3,4","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",3.6782833333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Pediatrics (excluding surgery)","Texas","788ef350-06f0-4a01-b5bd-3f7a657bcb82","Completed","2020-04-15T02:00:21.414672","2020-04-15T01:54:02.94497","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","2","5","2","1","4","1","4","4","1","2","3","7","1","2","4","3","5","6","4","3","6","1","2","5","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",6.307833333333334,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Family Medicine / Practice (FP)","Idaho","70a2e48b-8e37-436b-8660-ff1039764d08","Completed","2020-04-15T01:58:24.210588","2020-04-15T01:50:00.224519","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","2","4","2","1","6","2","4","1","1","2","2","4","3","1","2","5","7","6","1","6","3","2","4","5","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",8.399766666666666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Pediatrics (excluding surgery) - Neonatal & Perinatal Medicine","California","a5a59c8d-92e9-4dd0-8bb8-20f584dc2bbd","Completed","2020-04-15T01:49:28.735706","2020-04-15T01:41:46.723642","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","4","2","4",,"1","5","4","1","1",,"2","4","1","5","3","6","7","3","1","4","5","2","6","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",7.7002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Pediatrics (excluding surgery)","Michigan","6bb08193-e556-49fc-af09-6e2dae8b3d57","Completed","2020-04-15T01:49:11.428987","2020-04-15T01:42:58.189298","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","4","2","1","4",,"3","4","4","1","1",,"3","4","5","1","2","6","7","3","1","5","4","6","2","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",6.22065,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Gastroenterology","Ohio","484f9dd9-2cfd-461e-9fec-cda11dae2dc6","Completed","2020-04-15T01:48:39.976741","2020-04-15T01:42:14.674881","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","5","2","4",,"2","4","2","1","2","3","7","4","1","5","2","3","6","6","2","4","3","5","1","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",6.4217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Pediatrics (excluding surgery) - Hematology Oncology","North Carolina","aea5982c-9415-49a4-a519-96da0e9e20b1","Completed","2020-04-15T01:45:50.622005","2020-04-15T01:40:40.771227","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","5","3","4",,"1","2","3","2","1",,"2","3","5","4","1","6","7","2","6","3","1","4","5","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",5.164183333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Obstetrics & Gynecology","California","86704309-5979-449b-ab85-6e9e97fbf9f8","Completed","2020-04-15T01:41:50.723435","2020-04-15T01:36:20.626871","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","7","3","1","2","1","1","3","1","1",,"1","6","5","2","3","7","4","1","4","3","6","2","5","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",5.501616666666666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Anesthesiology","Arkansas","46e755c3-248c-4468-b73a-46990af07be6","Completed","2020-04-15T01:37:23.280677","2020-04-15T01:26:28.196731","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","7","3","4",,"1","4","3","1","2","4","3","4","6","2","5","1","7","1","2","4","6","5","3","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",10.918066666666666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Internal Medicine","California","a6166785-4131-485e-be05-68f09f1ab72a","Completed","2020-04-15T01:37:03.09395","2020-04-14T21:07:55.064638","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","3","1","1,2,3","2","2","5","5","1","2","1","5","4","2","3","1","7","6","4","5","1","2","3","6","2","1","2","1",,,,"8","3","1,2,4",,,,,,,,,,,,,,,,,,,,,,,"2","2",,"3","3","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",269.1338166666667,0,3,"1","2",,"2",,,,,,,,,,,,,,,,,,,"3","3",,"3",,,,,,,,,,,,,,,,,,
"US","Plastic & Reconstructive Surgery","Maryland","63c7d63d-1a98-47cd-a581-7f4617d6fbb2","Completed","2020-04-15T01:36:22.887727","2020-04-15T01:30:25.038231","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","7","3","2,3",,"1","4","1","3","2","5","4","6","5","2","1","7","3","3","1","5","6","4","2","7","1","3","3",,,,"2,4,6,7","2","1,5,19","2,5,9,17,19","6",,,"3","6","6","6",,"3",,,"3","3","3","3",,,,,,,,,,,,,,,,,,,"3",,,,,,,"3",,,,,,,,,,,,,,,"6",,,,"6",,,,,,"3",,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",5.96415,0,4,,"6",,,"6",,,,"6",,,,,,,,"6",,"3",,,,,"3",,,"3",,,,"3",,,,,,,,"3",,"3",,,
"US","Psychiatry","Connecticut","c739281f-523f-41e6-a5dc-58d4cd076c3a","Completed","2020-04-15T01:31:52.824777","2020-04-15T01:06:57.976566","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","5","1","3",,"1","4","4","1","2","2","3","4","1","5","2","6","7","6","1","2","5","3","4","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",24.914133333333332,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Pathology","Ohio","15c12efd-8680-4258-8f67-1ec5bf6b30e7","Completed","2020-04-15T01:28:08.167018","2020-04-15T01:15:04.329253","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","6","1","4",,"4","1","1","1","1",,"2","6","1","4","3","5","7","6","1","4","5","3","2","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",13.063966666666666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Plastic & Reconstructive Surgery","California","536ced57-2264-4cd9-945b-418897c34912","Completed","2020-04-15T01:24:28.076393","2020-04-15T01:08:40.441325","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","2","4","4",,"5","5","4","3","2","1","5","4","2","1","3","7","6","1","2","3","4","5","6","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",15.793916666666666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Pulmonology/Respiratory Medicine","Wyoming","925ec0bb-cfa5-469f-bb2a-7a16737dbe2f","Completed","2020-04-15T01:24:22.045396","2020-04-15T01:19:09.073153","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","5","1","4",,"1","5","3","1","1",,"6","7","3","2","1","4","5","6","5","3","1","4","2","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",5.2162,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Nephrology","Louisiana","faabc5ba-084c-4b67-9898-f5a7537e9355","Completed","2020-04-15T01:24:09.126743","2020-04-15T01:14:16.361834","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","6","3","1,2,3","3","2","2","5","1","2","7","4","2","1","5","3","7","6","6","3","1","5","2","4","3","7","7","7",,,,"5","5","2,4,5,18,22","2,4,5,9,12,18,22","3",,"4",,"3","2",,"4","4",,"4",,"5","3",,"4",,,,,,"2","2",,"5","3","1",,,,,"2",,,,,,,"3",,,,,,,,,,,,,,,,,,,,,"2","3",,,,,,,,,"4","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","3","3",,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",9.879416666666666,0,4,,"2",,"3","3",,,,"2",,,"2",,,,,,"4",,,,"2",,"4",,"3","5",,,,"3",,,"3",,,,,,"4",,,,"3"
"US","Obstetrics & Gynecology","New Hampshire","a4ad9ec1-8f95-4d7d-a85c-036f8ad5aee3","Completed","2020-04-15T01:21:27.552167","2020-04-15T01:16:05.095941","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","1","2","2","4",,"2","4","4","2","1",,"1","3","6","5","7","4","2","3","5","4","2","1","6","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",5.3742833333333335,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Obstetrics & Gynecology","Washington","85206563-3ca0-47c5-ad2e-321db809eacb","Completed","2020-04-15T01:18:17.917673","2020-04-15T01:10:42.633419","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","2","6","1","4",,"1","4","4","1","1",,"6","2","5","4","3","1","7","1","6","5","3","4","2","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",7.588066666666666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Neurology","New Jersey","e04d6d54-4f29-4feb-9652-782c82a7d283","Completed","2020-04-15T01:12:23.771238","2020-04-15T01:03:33.957742","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","6","1","4",,"5","1","5","1","1",,"7","4","1","2","3","5","6","5","1","2","6","3","4","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",8.830233333333332,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Radiology","Puerto Rico","d9d188c4-d65c-40ea-a07a-73ee2915b0eb","Completed","2020-04-15T01:08:38.457026","2020-04-15T00:58:22.965278","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","3","1","4",,"1","2","1","2","1",,"4","5","1","2","3","6","7","4","6","2","3","5","1","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",10.258199999999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Radiology","Illinois","880ef2ff-24ab-4543-8f78-f72fd4be5fe7","Completed","2020-04-15T01:03:52.660348","2020-04-15T00:54:27.707227","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","3","1","4",,"4","4","4","2","1",,"2","4","1","3","5","7","6","1","4","3","5","2","6","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",9.415883333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","General Surgery","Utah","236efe43-963e-4988-977d-3fd000348845","Completed","2020-04-15T01:02:09.506955","2020-04-15T00:58:15.716553","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","6","4","4",,"1","3","3","1","1",,"3","2","6","4","5","7","1","1","5","4","3","2","6","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",3.8965,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
