"country","state","respondentId","surveyStatus","studyId","title","Q1","Q2","Q3","Q4","Q5","Q6-1","Q6-2","Q6-3","Q6-4","Q6-5","Q6-6","Q6-7","Q6-8","Q6-9","Q6-10","Q7","Q8-1","Q8-2","Q8-3","Q8-4","Q8-5","Q9-1","Q9-2","Q9-3","Q9-4","Q9-5","Q9-6","Q9-7","Q9-8","Q9-9","Q9-10","Q10","Q12-1","Q12-2","Q13","Q16-1","Q16-2","Q16-3","Q16-4","Q16-5","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q11","Q14","Q15","wave"
"US","New Jersey","29ad32b0-e8bc-08b6-625e-1900dbb301cb","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","1","3","3","3","2","11","11","11","11","1","11","11","11","3","1","1","2","3","5","4","11","1","11","2","11","3","11","11","11","11","1,2","15","15","15","4","5","3","1","2","1","1","1","Discard all clothing directly into laundry and shower upon arriving home from work","1","2","1","2","No","5",,,"us1"
"US","Texas","7f36d3d7-29ca-86e2-8919-e294590d8e0d","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","4","7","2","1","11","2","11","11","11","11","3","11","11","1","1","2","4","5","3","11","11","11","11","1","3","11","2","11","11","3","15","1,2,4,5,7,9,10","1,4,8","1","4","3","5","2","1","1","1","Isolation from my child","3","1","2","3","/",,,,"us1"
"US","Connecticut","57c952c2-a435-eef6-35ee-d3091ad778b8","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","5","6","6","2","11","11","3","2","11","1","11","11","11","11","2","1","4","2","5","3","11","1","11","3","11","2","11","11","11","11","2","15","15","15","1","4","3","5","2","1","1","1","hospital wear removed before entering house, phones wiped with 70% alcohol daily, shower before any contact in house ","1","1","1","2","none","2",,,"us1"
"US","Washington","200ebec2-2cb7-d36b-a6e9-bcad94658297","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","4","5","6","2","1","11","2","11","11","3","11","11","11","11","1","1","3","4","5","2","1","11","11","11","11","3","11","2","11","11","3","15","15","15","1","3","5","4","2","1","1","2",,"2","2","2","2","None",,,,"us1"
"US","Arizona","045d70f9-6c90-c48d-3641-d2af5eadd781","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","5","5","4","2","11","3","1","11","11","11","11","11","11","1","5","4","1","2","3","11","3","11","11","11","11","11","1","2","11","3","15","15","15","5","2","3","4","1","1","1","1","scrubs straight to laundry, avoiding interaction with others","1","1","2","3","n/a",,,,"us1"
"US","Michigan","0169046f-949c-9a6d-f726-0fdf13e72a8b","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","6","6","3","1","11","11","3","11","2","11","11","11","11","2","5","2","4","3","1","11","11","11","2","1","3","11","11","11","11","3","15","15","15","1","4","5","3","2","2","1","1","lobbied for telemedicine 3 weeks ago, increased hygiene, vitamins to support immune system","3","2","2","2","Protecting health care workers and other essential workers as a priority, having the general public wear masks to limit the spread via asymptomatic carriers of the visus",,,,"us1"
"US","North Carolina","a1ad9f12-3dc3-8a39-6729-16743cbd4975","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","5","6","2","2","11","1","11","3","11","11","11","11","11","1","4","3","2","1","5","11","11","11","11","2","1","11","3","11","11","1","3,4,5","3,4,5","4","4","5","3","2","1","1","1","1","Isolaton","2","1","2","3","None","3",,,"us1"
"US","Texas","892d15a7-699b-05f4-2780-f540c21f87a4","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","7","5","2","1","11","3","11","11","2","11","11","11","11","2","1","2","5","4","3","11","11","11","3","11","1","11","11","2","11","2","15","4,5","15","4","5","3","2","1","1","1","1","stay clean","2","2","2","2","none","4",,,"us1"
"US","Virginia","c8fc2f55-6804-eedb-5d4b-576f8946a454","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","4","4","2","1","11","11","11","11","2","11","3","11","11","2","1","5","4","2","3","11","11","3","11","11","11","2","11","1","11","2","15","4,5,8,9,10,14","15","1","5","2","4","3","2","2","1","Social distancing","3","2","2","2","N/A","4","2","2","us1"
"US","California","99d74bee-a114-5d0d-da0d-ac7b9feda320","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","5","5","1","2","11","11","11","11","1","11","3","11","11","1","2","5","4","1","3","3","1","11","2","11","11","11","11","11","11","3","15","15","3,4,5,6","1","5","4","3","2","2","4","1","More hand washing, more hand sanitizer","3","2","1","2","The states are doing a much better job than the Nation as a whole. I guess this is what you get when the fox guards the henhouse.",,,,"us1"
"US","North Carolina","d27611d1-46c4-d873-8296-2bfb2cce647a","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","1","1","4","1","1","11","2","11","11","11","11","3","11","11","3","3","5","2","4","1","11","3","1","11","11","11","11","2","11","11","1","6,7,12","3,4,9","5,8,12","3","5","4","2","1","1","1","1","Showering at work ","1","1","1","3","Me ","5",,,"us1"
"US","North Carolina","4746d53c-63a5-cef3-7e0b-a612d8b46629","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","5","6","6","2","2","11","11","11","3","1","11","11","11","11","1","1","4","2","3","5","1","11","11","11","11","11","2","11","3","11","1","15","3,4,5,6,10,15","4,15","3","5","4","1","2","2","2","1","washing hands, changing clothes, social distancing","3","2","1","2","n/a","4",,,"us1"
"US","Connecticut","17687fa3-b1ff-3478-03f2-4646193d1457","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","5","5","3","1","11","11","11","11","2","11","11","3","11","3","1","5","2","3","4","1","11","11","11","11","11","3","2","11","11","1,2","2,3,7,8,13","2,3,7,8,13","15","1","4","3","5","2","1","1","1","Work from home. Social distancing","3","2","1","3","None","2","6","2","us1"
"US","Michigan","ebdd806a-efe0-f8dc-081c-3fc61d2a5706","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","5","6","3","11","11","1","11","2","11","11","11","3","11","3","4","2","1","5","3","11","11","3","11","11","1","11","11","2","11","2","15","1,2","15","4","3","1","5","2","2","1","1","Isolation ","2","1","2","2","NA","5",,,"us1"
"US","Minnesota","0a1133bd-5695-f0c7-18ad-8c8b7239bc9c","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","2",0,"4","5","2","11","11","11","11","2","3","11","11","11","1","2","3","1","2","4","5","11","11","11","2","3","1","11","11","11","11","1,2","2","2,4,8,13,14","2,8","3","5","2","4","1","1","1","1","Wash my hands, change my cloths before home","1","1","1","2","No","3","2,3,4","1","us1"
"US","New York","37c5a092-571a-bc07-5e32-40c587b7ac14","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","5","5","2","3","11","1","11","2","11","11","11","11","11","3","3","1","5","2","4","1","11","11","11","3","2","11","11","11","11","3","15","15","15","5","2","4","3","1","2","3","1","Cleaning everything","1","2","2","2","No",,,,"us1"
"US","California","1e3c7689-52a9-07da-0675-457e6e8f2298","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","6","6","2","11","11","2","11","11","3","11","1","11","11","1","2","1","3","5","4","3","11","11","11","1","11","11","2","11","11","1,2","2,3,4,6,8,9,10,11","1,7,12,13,14","13","1","4","3","5","2","1","1","1","Changing out my scrubs at hospital. Putting them in bag. Leaving shoes at hospital. When home. Take off clothes in garage. Put clothes in washer. Take shower. ","3","1","1","2","Resurgence of lockdowns are lifted.","4","5","6","us1"
"US","New Jersey","34690207-44b7-b953-ac54-5fa0fd96cdcd","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","4",7,"3","2","2","3","11","11","2","11","1","11","11","11","11","2","1","2","3","4","5","11","1","11","11","11","11","3","11","11","2","3","15","15","15","2","5","4","3","1","1","1","1","showering when coming home, wearing a mask in the office","4","2","1","2","no",,,,"us1"
"US","Virginia","88a673de-8204-b7f3-111d-15dc348f6600","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","4","5","5","3","11","11","3","11","11","1","11","2","11","11","1","1","2","4","3","5","1","11","11","11","11","11","3","2","11","11","3","15","15","15","2","4","3","5","1","1","1","1","Full time surgical mask at home, take off clothes and shower before seeing family, sleeping in separate part of the house from my kids and wife, eating separately from my kids and wife","2","1","2","2","None",,,,"us1"
"US","West Virginia","5cda4fa9-7585-4fa0-596e-3662a6b41754","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","1","2","2","2","2","11","11","11","11","11","1","11","3","11","2","5","1","2","4","3","1","3","11","2","11","11","11","11","11","11","3","15","2,4,5,6,8","2,8","3","4","5","2","1","1","1","1","isolation as much as possible","2","2","1","2","none",,"6","1","us1"
"US","Nevada","ae2cc337-ac9a-becd-93e2-b9ae6357e7e6","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","5","5","3","3","11","11","11","11","11","11","2","1","11","2","5","3","2","1","4","11","11","11","11","3","2","11","11","1","11","1,2","15","2,4,8,13","2,8,13","4","5","3","2","1","2","2","1","PPE","3","3","1","2","NA","6","6","6","us1"
"US","Maryland","28cf7196-98c4-6bb7-9171-ae9c6c7f38c5","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","3","3","2","2","11","11","11","11","1","3","11","11","11","1","1","3","5","4","2","1","11","11","3","2","11","11","11","11","11","3","15","2,4,5,8,9,10,13","2,8,13","1","5","4","3","2","1","1","1","N95, say home","3","2","2","2","We need to know where these patients live more specifically and have data by city and street. Otherwise pt will not think they need to stay home. ",,"2","1","us1"
"US","Massachusetts","4c9a76e0-ee16-33e8-01de-bb7183489dbf","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","5","6","6","3","1","3","2","11","11","11","11","11","11","11","1","4","1","5","2","3","3","2","11","1","11","11","11","11","11","11","2","1","1","1,3","2","4","1","3","5","1","1","1","Na","2","2","2","2","Na","2",,,"us1"
"US","Florida","c04e6c4a-4959-e70d-89a4-8d0c36db858c","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","3","3","2","1","11","11","3","11","2","11","11","11","11","1","1","2","3","5","4","2","11","11","11","11","3","1","11","11","11","3","15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","8,14","5","4","3","2","1","2","1","2",,"2","2","3","2","None ",,"5","1","us1"
"US","Michigan","e20c671c-8e35-7669-1498-c7af3ee7404e","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","7","5","2","3","11","2","11","11","1","11","11","11","11","2","1","2","3","4","5","2","11","11","3","1","11","11","11","11","11","3","15","15","15","5","3","4","2","1","2","2","1","the moment I go home, I go directly to the shower and do extensive shower with soap before touching anybody, also clae my personeel devices (cell phone, glasses..)","2","2","4","1","we need a rapid testing",,,,"us1"
"US","New York","68dd21a8-fe1c-a879-77b1-43b309934117","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","5","2","2","1","11","11","11","11","2","3","11","11","11","1","5","4","3","1","2","2","11","11","3","11","11","11","11","1","11","3","15","15","15","1","5","3","4","2","1","1","1","not seeing them","1","3","2","2","immunosuppressed healthcare workers ",,,,"us1"
"US","California","a2aae1c1-b893-7fb5-4af6-2e76f7ee22e2","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","4","5","7","2","11","11","11","11","11","3","11","2","11","1","2","1","2","3","5","4","11","1","11","3","2","11","11","11","11","11","1","4,5,15","2,4,5,8,15","15","2","4","3","5","1","2","2","2",,"2","2","2","2","General education for professionals and for the general public about identifying misinformation about covid-19.","6","4","2","us1"
"US","New York","6a034de8-851d-6a6f-6b6a-295485e0fa63","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","5","5","4","4","1","11","11","11","11","3","2","11","11","11","2","3","5","2","4","1","11","11","2","11","1","3","11","11","11","11","1,2","15","15","15","1","4","3","5","2","1","1","1","Decon at the door when I come home and shower","1","1","1","3","none","5",,,"us1"
"US","Pennsylvania","4bf313fb-70e9-d5d3-5f28-3be9ae4e33fc","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","6","6","3","3","11","11","11","11","1","11","11","11","2","1","1","2","4","3","5","11","1","11","2","11","3","11","11","11","11","1,2","2,4,8","2,4,8","15","5","3","4","2","1","3","2","1","Immediate change of clothing after coming home from shift, increased cleaning of surfaces","3","2","2","3","We need rapid and more sensitive testing options","3","6","2","us1"
"US","Indiana","61fad06f-8bfd-c1e4-4df0-cfab9e7422b3","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","5","4","5","2","2","11","11","11","11","3","11","1","11","11","3","5","2","3","4","1","1","11","11","11","11","11","3","2","11","11","1,2","15","1,2,4","15","4","5","2","3","1","3","3","1","Masks","3","3","2","3","No","3",,,"us1"
"US","Pennsylvania","4d694ea0-1cea-e80b-ac2c-810d59dc1b21","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","5","4","6","2","11","11","11","2","1","3","11","11","11","11","1","2","4","5","3","1","2","11","11","1","11","11","11","11","3","11","3","15","2,8","15","4","5","2","3","1","1","1","1","Changing at work","2","2","1","3","No",,"5","1,2","us1"
"US","Texas","354da3d8-87df-2c69-878b-e275428890ff","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","4","2","5","2","2","11","11","3","11","1","11","11","11","11","1","1","4","3","2","5","1","3","11","11","11","2","11","11","11","11","1","15","2,4,8","15","4","5","2","3","1","1","1","1","Changing and cleaning at work prior to coming home","2","1","1","3","None","3","6","1","us1"
"US","Texas","92870571-dc2c-09a8-12b7-555bea5c453a","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","5","6","2","1","11","3","11","11","2","11","11","11","11","1","1","4","3","5","2","11","2","3","11","11","11","11","1","11","11","3","15","15","15","2","5","4","3","1","1","1","1","Hand washing, self isolation, social distancing, limiting contact to people that you live with","3","2","1","3","none",,,,"us1"
"US","New York","b470e4c5-3585-a1a4-35ac-0e69b9f90b5a","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","6","6","2","2","11","11","11","11","1","11","11","11","3","1","1","4","5","2","3","11","3","11","11","11","11","11","1","2","11","3","15","15","15","2","5","4","3","1","3","3","1","Hygiene practices and social distancing ","2","1","1","2","No",,,,"us1"
"US","Michigan","90ad2316-b81b-7f2f-9a3e-b4f1a0d824fa","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","4","4","1","1","11","11","11","3","2","11","11","11","11","2","1","4","3","5","2","2","11","11","3","1","11","11","11","11","11","1,2","15","2,7","15","3","2","5","4","1","2","2","1","laundering clothes separately,","2","3","2","2","no","3",,,"us1"
"US","Illinois","615441c5-721e-fa40-0b3e-88065ccdf95f","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","5","7","2","3","11","2","1","11","11","11","11","11","11","1","2","1","5","3","4","11","11","11","11","11","2","3","1","11","11","3","15","15","15","3","4","2","5","1","2","1","1","No contacg","2","2","2","2","Are you being asked to perform different roles to help the healthcare system and what are those roles ",,,,"us1"
"US","Texas","09644dbf-550d-c6ec-b89c-a77a6b29c628","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","4","3","3","2","11","11","11","2","11","1","3","11","11","11","1","1","3","2","4","5","1","2","11","3","11","11","11","11","11","11","1,2","3,4,5,6,10","1,2,3,4,5,6,8,9,10","3,4,5","4","2","5","1","3","3","2","1","Remove all clothing in the garage, head straight to shower after work, wash all clothes separate from theirs","2","2","2","2","No","4","4,6","1","us1"
"US","Maryland","56e7ae54-112a-0f13-d3e3-1c11ad265a3b","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","5","5","2","1","11","11","11","11","2","11","3","11","11","1","1","2","3","5","4","11","1","11","3","11","11","11","11","2","11","1","4","2,3,4","4","3","5","4","2","1","1","1","1","Taking off work clothes as soon as I get home","1","2","1","2","No","4",,,"us1"
"US","California","acbb1a0e-2be3-2c41-dd22-cbf945e34b56","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","6","6","6","1","11","11","11","11","11","1","11","2","11","3","1","1","5","3","4","2","11","1","11","11","11","2","11","11","3","11","2","1,15","2,15","1,6,7,8","2","5","4","3","1","1","1","2",,"2","2","2","2","No ","3",,,"us1"
"US","Georgia","d40f0cc6-80fb-7f1e-e677-dc109373d4fb","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","5","5","4","3","11","1","2","11","11","11","11","11","11","1","4","2","5","1","3","11","3","11","11","11","1","11","11","2","11","3","15","15","15","1","2","4","5","3","1","1","1","Cleaning staying home not working ","1","1","1","3","Help with PPE and ventilators!!!! Please ",,,,"us1"
"US","Washington","4a55df20-e011-27de-2eb3-4a8e79bfb521","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","4","4","2","2","11","11","11","11","11","11","1","11","3","2","3","1","4","2","5","11","11","11","1","11","11","11","11","3","2","1","15","4,6,13,15","2,8","4","5","2","3","1","2","2","1","ppe","3","3","3","2","no ","3",,,"us1"
"US","Missouri","176f5397-8b52-add2-d712-7a49fe759a03","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","2","3","3","2","11","11","11","11","1","11","11","11","3","2","4","1","2","3","5","11","11","11","3","2","11","11","1","11","11","1","15","15","15","5","3","4","1","2","1","1","1","Placing clothing in trash bag and placing directly in laundry. Routine hand washing. ","2","1","1","2","Do you think your hospital is focusing too much on saving money and supplies vs protecting employees?","2",,,"us1"
"US","Illinois","a83874f6-12bf-46b9-7b87-d2a3edf6ac17","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","4","5","7","2","11","11","1","11","11","2","3","11","11","11","1","2","5","4","1","3","11","2","11","3","11","1","11","11","11","11","3","15","15","15","3","4","2","5","1","2","1","1","I do not come in contact with anyone other than my wife. All clothes go in laundry, phone gets disinfected and I shower as soon as I get home","3","2","1","2","none",,,,"us1"
"US","Utah","4ceeecd4-71c9-cd4d-5efb-e5ff78040d73","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","5","6","2","2","11","11","11","11","1","11","11","3","11","2","5","2","4","3","1","11","11","11","1","11","11","3","2","11","11","3","15","15","15","2","4","3","5","1","2","2","2",,"2","2","1","3","None",,,,"us1"
"US","New Jersey","2930e24d-cd02-73ad-6025-031c40b7ee08","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","3","3","3","1","11","3","11","2","11","11","11","11","11","1","1","4","2","3","5","3","1","11","11","11","11","11","11","2","11","3","15","15","15","3","4","2","5","1","1","1","1","hand hygiene, changing before leaving hospital","2","2","2","3","TIME OF RESPONSE",,,,"us1"
"US","New York","d1257e5e-17c9-cefe-867d-c80c9ff69b6d","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","7","5","3","2","11","11","1","11","11","11","3","11","11","3","1","4","2","3","5","2","11","11","3","11","11","1","11","11","11","2","15","15","15","3","4","2","5","1","3","2","1","Immediately removing all clothing and showering upon arriving home before touching anything. Removed clothes are isolated and immediately washed","3","2","2","2","No, very thorough","5",,,"us1"
"US","Arizona","d3abfca8-2704-82f0-79cf-b9abea8ce5a8","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","5","5","2","1","11","2","11","11","11","11","3","11","11","1","3","5","4","1","2","11","11","11","11","11","3","2","11","1","11","3","15","15","15","2","5","3","4","1","1","2","1","Family members live out of state. No visits.","2","2","1","3","n/a",,,,"us1"
"US","Maryland","23e6d014-5125-a632-5652-0c226b707e22","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","5","5","2","1","11","11","11","11","2","11","11","11","3","1","1","4","5","2","3","3","1","11","11","11","11","11","11","2","11","1,2","1,2,4","1,3,4,5,6,7,8,10,14","2,4,8,14","2","4","5","3","1","2","1","2",,"2","1","1","2","childcare, PPE availability, association with large academic centers, guidelines, where providers are acquiring information, strategies when providers are exposed","2","6","1","us1"
"US","Texas","c6d78f82-6be9-45b5-b1f8-68346edf8d73","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","5","6","2","1","11","3","2","11","11","11","11","11","11","1","5","1","2","4","3","11","11","11","2","11","1","11","3","11","11","1","15","2,3,4,7,8,9,10,13,14","15","4","5","2","3","1","1","1","1","Self quarantine; hand washing frequently; using hand sanitizer often; avoiding grocery stores unless absolutely needed","1","1","1","2","I'd love to see any research being done in pregnant COVID-19(+) patients and the outcomes of both mother and baby.","4","6","NA","us1"
"US","Louisiana","181ba4cb-86cf-e22d-a524-0367cbd64cc0","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","4","2","2","2","2","11","11","11","11","1","11","11","11","3","2","4","5","2","3","1","11","11","11","1","11","11","3","11","2","11","2","2","1,4,6","2,8","1","2","4","5","3","2","2","1","Avoiding going out when possible. ","3","2","2","2","N/A","2",,,"us1"
"US","Virginia","a9a4df90-b93d-5979-09e2-99893ceae7d9","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","1","6","6","3","3","11","1","11","11","11","2","11","11","11","1","4","3","2","5","1","1","11","2","11","11","11","11","3","11","11","2","4","2,4","15","3","4","5","1","2","1","1","1","shoes at door, immediately shower, no tools brought home, disinfect keys and phone","2","1","1","3","how to pay for admissions","3",,,"us1"
"US","Maryland","65aaed31-857b-5e67-aada-b894b6e26dfb","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","3","4","2","1","11","11","2","11","3","11","11","11","11","2","2","1","4","3","5","1","11","11","2","11","11","11","11","3","11","3","15","15","1,2,4,5","3","4","2","5","1","2","2","1","Isolation","2","1","1","2","No",,,,"us1"
"US","California","1ec52cab-3961-bc69-7242-803337dbe636","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","4","5","5","2","2","11","3","11","11","1","11","11","11","11","3","3","1","4","5","2","3","11","1","11","2","11","11","11","11","11","3","15","3,4,5,6","15","5","4","2","3","1","2","1","2",,"2","1","2","2","None",,,,"us1"
"US","Arizona","2f8fcc04-e5e8-ce05-205d-4b5d56c0a4a9","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","2","5","2","2","3","11","11","11","1","11","11","11","11","1","1","4","5","2","3","1","2","11","11","11","11","11","11","3","11","1,2","15","15","15","1","5","3","4","2","1","1","1","Extra hand washing, wearing masks for entire shift, striping in the garage and going straight to the shower upon returning home ","2","2","1","3","No","6",,,"us1"
"US","California","16f9cca7-74ff-b554-a129-16543049fb87","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","6","6","1","2","11","3","1","11","11","11","11","11","11","2","2","5","4","3","1","11","2","11","11","3","11","11","1","11","11","3","15","15","15","2","1","5","4","3","2","2","1","lysol shoes, grocery bags","3","2","1","2","no",,,,"us1"
"US","Ohio","9098a395-7103-3f05-44ba-d729d4757207","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","5","5","2","1","11","11","3","11","2","11","11","11","11","2","4","2","3","5","1","3","11","11","11","1","11","11","11","11","2","3","15","3,4,8,9,10","15","2","5","4","1","3","1","1","1","Husband and I do not kiss or share dishes","2","2","2","2","No",,"2","Unsure","us1"
"US","Iowa","07a00a8c-7e94-2c84-c227-b9545339f95a","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","2","2","2","2","11","11","11","1","11","11","11","11","3","2","1","5","2","4","3","11","11","11","1","2","11","11","3","11","11","1,2","2,3,4,5,6","2,3,4,5,6","4,6","4","3","2","5","1","1","1","1","avoid contact until I can get 2 weeks off work. ","2","2","2","2","none","3",,,"us1"
"US","Tennessee","99a870c4-4e3a-0f48-37e0-470a3efe2e5d","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","1",-1,"3","3","2","11","11","2","3","1","11","11","11","11","11","3","3","4","2","5","1","11","11","11","2","1","3","11","11","11","11","2","4,8","4,8","4,6,8","4","3","2","5","1","3","3","1","More frequent hand washing","2","2","4","2","a","2","3,5","1","us1"
"US","Pennsylvania","a9acb824-ef94-2550-b20a-da481fa591f5","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","5","6","6","3","1","11","2","3","11","11","11","11","11","11","1","1","5","3","2","4","11","1","11","11","11","3","11","2","11","11","1,2","3,4,5,6","13","15","1","4","3","5","2","2","1","1","Deconning, showering, changing before leaving the hospital","2","1","1","2","No","2",,,"us1"
"US","New Jersey","5cfa3b59-b46b-8c53-eef3-18a871768589","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","6","7","2","3","11","2","11","11","11","1","11","11","11","1","5","3","1","4","2","3","11","11","11","1","2","11","11","11","11","1","15","15","15","1","5","4","2","3","1","1","1","Leaving my home to live separately ","2","2","2","2","No","5",,,"us1"
"US","New York","cfd41577-aff2-0790-6d50-3de03c390c3a","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","7","7","3","1","11","2","11","11","11","11","3","11","11","1","2","3","1","4","5","11","11","11","11","1","3","11","2","11","11","3","15","1,4,5,8,10","15","3","5","2","4","1","1","1","1","Self isolation ","2","1","2","2","N/a",,"6","1","us1"
