"country","specialty","state","respondentId","surveyStatus","lastInteraction","firstInteraction","studyId","title","Q1","Q3","Q4","Q5","Q6","Q7-1","Q7-2","Q7-3","Q14","Q15-7","Q16-7","Q17","Q18","Q19","Q25","Q28","Q29","Q15-14","Q15-16","Q16-14","Q16-16","Q22","Q2","Q15-2","Q15-12","Q15-13","Q16-2","Q16-12","Q16-13","Q11","Q21","Q12-7","Q13-7","Q8","Q9-8","Q9-16","Q10-8","Q10-16","Q20","Q12-9","Q12-10","Q12-12","Q13-9","Q13-10","Q13-12","Q15-9","Q15-10","Q16-9","Q16-10","Q12-14","Q12-16","Q13-14","Q13-16","Q23","Q15-6","Q16-6","Q12-2","Q13-2","Q12-8","Q13-8","Q15-8","Q16-8","Q9-14","Q10-14","Q24","Q12-11","Q13-11","Q26","Q27","Q12-4","Q13-4","Q12-6","Q13-6","Q15-4","Q16-4","Q9-1","Q10-1","Q9-3","Q9-6","Q10-3","Q10-6","Q12-1","Q13-1","Q9-10","Q10-10","Q15-15","Q16-15","Q15-1","Q16-1","Q9-7","Q9-11","Q9-12","Q10-7","Q10-11","Q10-12","Q15-11","Q16-11","Q9-15","Q10-15","Q12-13","Q13-13","Q9-2","Q10-2","Q9-13","Q10-13","Q15-5","Q16-5","Q9-4","Q10-4","Q12-3","Q12-5","Q13-3","Q13-5","Q12-15","Q13-15","Q9-17","Q10-17","Q9-9","Q10-9","Q15-3","Q16-3","Q9-5","Q10-5","Q12-17","Q13-17","Q15-17","Q16-17","label","WAVE","pulseId","surveyTime","treatment_setting","efficacy_overall_1","efficacy_overall_2","efficacy_overall_3","efficacy_overall_4","efficacy_overall_5","efficacy_overall_6","efficacy_overall_7","efficacy_overall_8","efficacy_overall_9","efficacy_overall_10","efficacy_overall_11","efficacy_overall_12","efficacy_overall_13","efficacy_overall_14","efficacy_overall_15","efficacy_overall_16","efficacy_overall_17","efficacy_overall_18","efficacy_overall_19","efficacy_overall_20","efficacy_overall_21","efficacy_overall_22","safety_overall_1","safety_overall_2","safety_overall_3","safety_overall_4","safety_overall_5","safety_overall_6","safety_overall_7","safety_overall_8","safety_overall_9","safety_overall_10","safety_overall_11","safety_overall_12","safety_overall_13","safety_overall_14","safety_overall_15","safety_overall_16","safety_overall_17","safety_overall_18","safety_overall_19","safety_overall_20","safety_overall_21","safety_overall_22","current_wave"
"US","General Surgery","California","333e453a-85de-4408-9371-1ff1f85e9b9e","Completed","2020-04-27T22:36:12.606242","2020-04-27T17:32:08.212157","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","3","2","3","1","4",,,,,,,"6",,,,"1,2,3,4,5,6,7,8","2",,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",304.07323333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Pediatrics (excluding surgery) - Nephrology","Michigan","a7de70e6-4ce8-4cbf-a6ad-70136d6bf036","Completed","2020-04-27T22:27:41.870314","2020-04-27T22:22:23.285402","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","1","1","3","4",,,,,,,,,,,,"3,4,5,6,7","2",,,,,,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",5.309749999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Internal Medicine","Ohio","5e44a23d-16ac-4bc5-99a3-a1aa4b300e4b","Completed","2020-04-27T22:22:20.754894","2020-04-27T22:19:52.541889","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","1","3","3","1,2,3","3","1","4","3","18",,,"4","1","2","2","5","2",,,,,,"-1",,,,,,,"7",,"2","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",2.4702166666666665,4,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"US","Hematology Oncology","Pennsylvania","83b927b6-9cee-4885-9da8-03c450c5e90e","Completed","2020-04-27T22:21:15.568544","2020-04-27T22:19:16.712437","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","1","2","4","1,2,3","2","2","2","2","2,4,9,11,15",,,"3","2","1","2","1,3,4,5,7,8","2",,,,,"2,3,5,9,20","-1","3",,,"2",,,"1,4,7,12,14,16","1,3,5,8,10,12,13","3","3",,,,,,,,,"4",,,"3","3",,"3",,"3","3","3","3","2",,,,,,,,,,,,,,,,"3","3",,,"3","2",,,,,,,"3","3",,,"3","3",,,,,,,,,"3","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.9809333333333332,4,"3",,,"3",,,"3",,,,,"3",,"3",,"3",,,,,,,,"2",,"2",,,,,"3",,"3",,,,"3",,,,,,,,0
"US","Pulmonology/Respiratory Medicine","New York","cef818c1-de90-493b-b2ad-caa93135bd7d","Completed","2020-04-27T22:06:43.561368","2020-04-27T22:00:07.462936","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","2","4","1","1,2,3","3","3","3","2","18",,,"6","1","1","2","1,2,3,4,5,6,7,8","2",,,,,"7,8,9,11,17,18,20,21","0",,,,,,,"7,8,9,10,14,16","6,7,13,15,17,20,22","2","3","8,14,16","2","1","4","3","7,13,19,20,22","3","3",,"2","3",,,,,,"3","1","3","4","2",,,,,"2","4",,,"2","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",6.60165,2,,,,,,,"2","2","3","3",,,,"3",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"US","Emergency Medicine","Texas","ea7ff31d-b97b-4721-8a69-422db50f32dc","Completed","2020-04-27T22:02:26.723128","2020-04-27T22:00:45.492672","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","3","3","2","4",,,,,,,,,,,,"1,2,3,4,5,6,7","2",,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.6871833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Emergency Medicine","California","1b346ab5-bd8a-4b5f-904d-2c122278a0b5","Completed","2020-04-27T22:02:07.536364","2020-04-27T21:58:28.701149","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","1","7","3","1,2,3","2","1","2","2","7","3","4","3","1","2","2","2,3,4,5,7,8","1",,,,,,"-1",,,,,,,"7",,"3","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",3.64725,4,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,0
"US","Oncology - Clinical Oncology / Radiation Oncology","Colorado","b6f628e8-36c2-40fa-ba1a-1f1dc8f1b424","Completed","2020-04-27T21:54:57.971482","2020-04-27T21:54:14.488315","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","1","6","2","4",,,,,,,,,,,,"9","2",,,,,,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",0.7247166666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Ophthalmology","California","8094718b-8208-493c-977e-c858d61a6db5","Completed","2020-04-27T21:53:32.822007","2020-04-27T21:48:26.911992","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","3","6","1","1,2,3","6","2","2","1",,,,"3","1","1","2","4,5,7","2",,,,,,"7",,,,,,,"7,12","7,20,22,24","6","3","7,8,12","2",,"5",,"7,22,24",,,"6",,,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,"6","2",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",5.098516666666667,2,,,,,,,"6",,,,,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"US","Psychiatry","California","3c2ad666-c6a8-4f07-8084-35bc79692030","Completed","2020-04-27T21:52:49.600038","2020-04-27T21:51:12.993323","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","1","2","3","3",,,,,,,,,,,,"1,2,3,4,5,6,7,8","2",,,,,,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.6101166666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Psychiatry","New York","1ae24e72-804f-46fb-9571-1d53485840e5","Completed","2020-04-27T21:47:47.264619","2020-04-27T21:41:12.963028","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","1","3","2","1,2,3","3","2","3","1",,,,"2","1","1","2","1,2,3,4,5,6,7","2",,,,,,"-1",,,,,,,"7,14,16","6,11,13,15,17,20,22,23","3","4","14,16",,"3",,"3","6,7,17,22,23",,,,,,,,,,,"3","3","4","4","2",,,,,,,,,"3","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",6.5716833333333335,2,,,,,,,"3",,,,,,,"3",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"US","Internal Medicine","Connecticut","cca4d0d8-75fc-4ff1-b78e-8e8232c90d02","Completed","2020-04-27T21:45:48.465001","2020-04-27T21:44:23.452654","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","4","6","3","1,3","2",,,,,,,"6",,,,"1,2,3,4,5,6,7,8","2",,,,,,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.4168833333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Internal Medicine","Massachusetts","c14e199f-fe14-4390-ada7-fb06a7c73735","Completed","2020-04-27T21:45:30.762577","2020-04-27T21:40:27.508675","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","3","3","1","1,2,3","2","1","2","1",,,,"6","3","1","2","4,5,7","1",,,,,,"2",,,,,,,"14,16","6,13",,,,,,,,,,,,,,,,,,,"6","6","6","6","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",5.054233333333333,3,,,,,,,,,,,,,,"6",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"US","Emergency Medicine","Arizona","32e65966-c01b-4f2a-a9cd-cf7d059f86a6","Completed","2020-04-27T21:43:27.361127","2020-04-27T21:41:57.692722","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","4","1","3","4",,,,,,,,,,,,"2,3,4,5,7","1",,,,,,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.4944833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Psychiatry","California","ad13f071-0c2f-4675-9a51-9749e8ab0ad6","Completed","2020-04-27T21:36:55.1889","2020-04-27T21:35:49.487579","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","1","1","3","4",,,,,,,,,,,,"4,5,7","1",,,,,,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.0950166666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Pediatrics (excluding surgery)","Florida","2169c0be-2e02-48da-b713-df691c802de0","Completed","2020-04-27T21:36:24.533462","2020-04-27T21:35:15.676019","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","2","1","3","4",,,,,,,,,,,,"1,3,4,5,7,8","1",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.1476166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Allergy & Immunology","California","4e3b8e06-e8c4-4130-8461-164ab40e088f","Completed","2020-04-27T21:34:57.474656","2020-04-27T21:31:05.374287","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","2","3","3","4",,,,,,,,,,,,"2,3,4,5,7","1",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",3.868333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Family Medicine / Practice (FP)","Maryland","b922862b-a0c6-448e-aa32-64e7e41b2e5f","Completed","2020-04-27T21:24:06.328056","2020-04-27T19:10:10.530627","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","3","4","1","1,2,3","6","2","1","1",,,,"1","3","1","2","1,4,5,7","1",,,,,,"2",,,,,,,,,,,"16",,"2",,"4","15,19,21,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",133.92996666666667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"US","Dermatology","California","1626f979-eca8-40c5-bbe8-a13561240d51","Completed","2020-04-27T21:22:48.799832","2020-04-27T21:21:08.038093","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","3","6","4","1,2,3","4","1","3","4","3,6",,,"4","2","1","2","4,5,7","1",,,,,"3,6","6",,,,,,,"3,5","2,4",,,,,,,,,,,,,,,,,,,,,,,,"3","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","3","1","3",,,,,,,"2","1",,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.67935,4,,,"1",,"3",,,,,,,,,,,,,,,,,,,,"1",,,"3",,,,,,,,,,,,,,,,,0
"US","Psychiatry","Pennsylvania","c3b87a9b-6edf-4fc2-8904-5663ad27da10","Completed","2020-04-27T21:20:27.95055","2020-04-27T20:57:17.863957","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","2","6","1","4",,,,,,,,,,,,"5,7","1",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",23.168116666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","General Surgery","Illinois","345c35f5-4f83-4d34-a54d-77912036a5cb","Completed","2020-04-27T21:19:47.994342","2020-04-27T21:17:21.906198","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","1","2","1","3",,,,,,,,,,,,"1,2,3,4,5,6,7,8","2",,,,,,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",2.4348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Family Medicine / Practice (FP)","California","6e3811bd-86d6-4680-977a-8162469d525a","Completed","2020-04-27T21:16:28.347774","2020-04-27T21:14:34.757152","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","2","2","1","4",,,,,,,,,,,,"1,3,4,5,7,8","2",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.8931666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Internal Medicine","Florida","4cf37fec-54ec-4d60-a975-bd6235e2fc76","Completed","2020-04-27T21:11:11.686272","2020-04-27T20:58:38.049244","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","2","3","3","1,2,3","2","5","6","4","2,4,8,11,12,14,16",,,"4","1","1","2","1,2,3,4,5,7,8","2","5","5","4","5","2,4,6,7,10,11,13,15,17,18,20,21,23","0","3","5",,"4","5",,"2,4,7,8,12,14,16","6,7,13,15,16,17,22,24","4","4","4,7,8,12,14,16","5","5","5","5","2,6,7,13,15,16,17,20,22",,,"5",,,"5",,,,,"5","5","4","5","1",,,"3","4","5","5","5","5","5","5"," 6.5 mg / kg / day",,,,,"4","4",,,"4","4",,,,,,,,,,,,,,,"4",,"4","4",,"4","4","5",,,,,,,,,,,"5","4",,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",12.560616666666666,2,,"3",,"4",,,"4","5",,,,"5",,"5",,"5",,,,,,,,"3",,"4",,,,"5",,,"4","5",,"5",,"5",,,,,,,0
"US","Obstetrics & Gynecology","Michigan","0b970a2f-e365-4014-b0ff-2c801a1b6375","Completed","2020-04-27T21:10:06.793644","2020-04-27T21:08:49.129269","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","1","2","3","3",,,,,,,,,,,,"1,2,3,4,5,6,7,8","2",,,,,,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.2944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Obstetrics & Gynecology","California","9a0ecfb8-dc35-4ac2-849e-d390cb8cf8bd","Completed","2020-04-27T20:55:27.554499","2020-04-27T20:53:53.541473","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","1","2","1","4",,,,,,,,,,,,"2,3,4,5,7","2",,,,,,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.5668833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Neurology","Oregon","6315e13f-8fc0-44c0-a41b-b45fc30d5990","Completed","2020-04-27T19:27:07.584891","2020-04-27T19:25:47.603657","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","1","2","1","4",,,,,,,,,,,,"2,3,4,7","1",,,,,,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.3330166666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Pediatrics (excluding surgery)","Massachusetts","15d03701-e100-4a41-a002-7081a441684a","Completed","2020-04-27T19:26:30.17071","2020-04-27T19:24:26.908503","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","2","6","1","1,3","3",,,,,,,"4",,,,"1,3,4,5,7","2",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",2.0543666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Endocrinology","Florida","58268c49-2b5c-4059-bded-7c9417469740","Completed","2020-04-27T19:26:06.29041","2020-04-27T19:08:08.082306","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","3","5","2","1,2,3","2","3","1","1",,,,"6","3","1","2","1,2,3,4,5,7","2",,,,,,"3",,,,,,,,,,,"18",,,,,"17,19,21,22,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",17.970133333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"US","Obstetrics & Gynecology","Tennessee","ec0b2b0c-acab-47fc-a5c8-a058d63edfdb","Completed","2020-04-27T19:18:19.09053","2020-04-27T19:16:41.452605","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","2","1","4","4",,,,,,,,,,,,"1,2,3,5,7,8","2",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.6273000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Radiology - Interventional Radiology","New York","753f2eb2-3964-4c77-846c-db33e9e9b18a","Completed","2020-04-27T19:14:56.597644","2020-04-27T15:11:58.476151","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","1","3","4","3",,,,,,,,,,,,"1,2,4,5,7","2",,,,,,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",242.96868333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Cardiology","Texas","55aab790-c8eb-4102-bbcb-658de00eeb4b","Completed","2020-04-27T19:14:43.112076","2020-04-27T19:13:36.598338","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","1","2","4","4",,,,,,,,,,,,"9","1",,,,,,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.1085666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Ophthalmology","New Jersey","d8f8f0a7-ca64-4714-8d3b-5fb451fe007b","Completed","2020-04-27T19:14:15.505516","2020-04-27T19:13:02.21149","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","2","4","2","4",,,,,,,,,,,,"1,2,3,4,5,6,7,8","1",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.2215666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Internal Medicine","New York","f88e0534-3bec-4ddb-bcd4-8f4fbc532843","Completed","2020-04-27T19:13:48.51985","2020-04-27T19:09:49.30774","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","4","5","2","2",,"4","1","1",,,,,"2","2","2","1,2,3,5,7","1",,,,,,"7",,,,,,,,,,,"16",,"4",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",3.9868666666666663,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
