"country","specialty","state","respondentId","surveyStatus","studyId","title","Q1","Q2","Q3","Q4","Q5-1","Q5-2","Q5-3","Q5-4","Q5-5","Q6","Q7","Q8","Q15","Q16","Q17","Q18","Q19","Q20","Q22","Q24-1","Q24-2","Q24-3","Q25","Q26","Q23","Q9","Q10-1","Q10-2","Q12-3","Q12-4","Q12-5","Q12-7","Q12-9","Q14","Q21","Q12-2","Q12-10","Q11","Q12-1","Q12-6","Q12-8"
"US","Cardiology","Ohio","fdb9c2a3-466c-4949-8b2b-6e5cf802573e","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"3","2",,,,,,"2","5",,,"1","2",,"1,5","2","1","2","1","3","3","1",,,,,,,,,,,"1",,,,,,
"US","Pediatrics (excluding surgery)","California","37feacbf-2715-40a7-9c19-e1d9ce3b0f65","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","6","1","Albuterol",,,,,"3","1,2,3,4","3","3","2","2",,"3,4,5,6","2","2","2","2","2","3","2","3","1","2,4,5,7,8,9","1,10",,"7","7","7","7","2,3","1","7","7",,"7",,"7"
"US","Family Medicine / Practice (FP)","Georgia","8e44762a-27c6-4307-9e78-ec7d6373263b","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","7","2",,,,,,"2","1","6","2","1","2",,"4,6","1","2","1","1","2","4","2","3",,,,,,,,,,,,,,,,
"US","Family Medicine / Practice (FP)","Kentucky","11de7706-3ce2-4f17-bbc8-c10cbd2f90b2","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","7","1","unsure",,,,,"1","1","6","2","1","2",,"1,3,4,6","1","2","1","2","1","6","2","1",,,,,,,,,,,,,,,,
"US","Dermatology","Connecticut","5a3bc732-cf53-4b23-8c5c-d9ea9395e066","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","3","1","Antibiotics",,,,,"1","1,2,4","4","3","2","1","3","1,2,3,5,6","2","1","2","2","3","3","2",,"1","5","2,4,8",,"4","5",,,"5","1","4",,,,,"6"
"US","Anesthesiology","Illinois","8b81cb2c-830b-4fc5-a225-d0b88811537f","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","5","1","Rocuronium",,,,,"1","5",,,"1","1","4","1,3,4,5,6","2","2","1","1","3","1","2","4",,,,,,,,,,"1",,,,,,
"US","Psychiatry","Oregon","88a81175-4dfa-459a-a4f6-b9373e77f723","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","None here",,,,,"1","5",,,"1","2",,"6","1","1","3","3","2","3","2",,,,,,,,,,,,,,,,,
"US","Hematology Oncology","Florida","ed352c50-0a02-41a5-8212-697a1f11df95","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","4","1","none",,,,,"2","5",,,"1","1","1","1,3,4,5,6","1","1","1","1","1","6","2",,,,,,,,,,,,,,,,,
"US","Plastic & Reconstructive Surgery","Florida","220f1e51-7f6f-45dd-9b8b-6aa24196c03e","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","plaque nil",,,,,"1","5",,,"1","2",,"1,3,4,5","1","1","1","1","3","3","2",,,,,,,,,,,,,,,,,
"US","Emergency Medicine","Illinois","acbd2142-0a15-4288-9ab9-626733054ee6","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","4","1","Placquenil ","Zithromax","Remdesivir",,,"1","1,2,3,4","4","4","1","2",,"1,6","2","1","1","1","1","2","1",,"6","12","1,2,3,4,5,7,9","7","6","7","7","7","2","2","6",,,"7",,
"US","Obstetrics & Gynecology","Florida","72a322a1-e2c8-4686-bdbc-d7d41f69a4e6","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","4","1","nothying yet",,,,,"3","5",,,"2","2",,"1","2","1","1","1","1","6","2",,,,,,,,,,,"1",,,,,,
"US","Allergy & Immunology","Indiana","c4e783fc-6d9c-42a0-99f0-da9fee68459f","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","1","2","2",,,,,,"2","5",,,"1","2",,"1,3,4,6","1","1","1","1","1","1","2",,,,,,,,,,,,,,,,,
"US","Orthopedic Surgery","Florida","ef243d69-e8fd-4bd7-8596-2f039dd3aa43","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","7","2",,,,,,"3","5",,,"2","2",,"temp closed","2","1","1","1","2","1","1",,,,,,,,,,,"1",,,,,,
"US","Pediatrics (excluding surgery)","Massachusetts","84109d46-cb7c-4791-b67d-57b909083572","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","6","1","Azithromycin","Albuterol mdi",,,,"2","1","3","4","1","1","4","1,3,4,5,6","2","2","2","1","1","3","3","3",,,,,,,,,,"3",,,,,,
"US","General Surgery","Washington","0171fc5d-fe62-459a-aa23-5415c4651eeb","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","5","1","None",,,,,"2","5",,,"2","1","4","7","2","1","1","1","2","6","2",,,,,,,,,,,"1",,,,,,
"US","Anesthesiology","Iowa","cae4a7c5-7c41-430c-b663-984360ef927c","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","5","1","Propofol ","Cisatracurium","Midazolam ","Fentanyl ",,"2","3",,,"2","1","3","1,2,4,5,6","1","1","3","3","3","3","2",,"2","2,4,5","2,4,5,7",,"3","3","3",,"2,4",,"3",,,,,
"US","Obstetrics & Gynecology","Pennsylvania","49c4b3c4-8df2-4cca-915a-a0a6ddbcf50a","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","6","1","Azithromycin",,,,,"2","5",,,"1","2",,"3,4,5","1","1","1","1","1","6","2",,,,,,,,,,,,,,,,,
"US","Urology","Florida","9bd49adb-acca-46ac-b5c2-0158f21127fb","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","2",,,,,,"2","5",,,"1","2",,"1,3,5","1","1","1","1","1","2","2",,,,,,,,,,,,,,,,,
"US","Psychiatry","North Carolina","89fe74a7-b238-408a-b492-bc82d2be02ef","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","6","1","Unknown - not something administration is sharing with everyone",,,,,"1","5",,,"1","2",,"1,3,Questions about travel and exposure for all staff","1","1","1","1","3","6","2",,,,,,,,,,,,,,,,,
"US","Emergency Medicine","Texas","d291cf8f-c6c9-46df-9808-1f46bb40a121","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","5","6","2",,,,,,"3","1","4","3","1","2",,"1,2,3,4","1","1","1","1","3","1","2",,,,,,,,,,,,,,,,,
"US","Ophthalmology","Pennsylvania","d7258f48-9a8e-4a57-b6c1-0b0d17d13b9e","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"3","1","plaquenil",,,,,"2","5",,,"1","1","1","1,3,4","1","2","1","1","1","3","2","3",,,,,,,,,,,,,,,,
"US","Endocrinology","Florida","f65a72f0-3ac3-4192-99e8-6fc5243e9045","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","5","5","1","unk",,,,,"1","1","4","3","1","2",,"1,2,3,4,5,6","1","1","1","1","1","2","2",,,,,,,,,,,,,,,,,
"US","Rheumatology","Florida","30c383c3-5531-4aef-969c-61f3e3f7538a","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","plaquenil",,,,,"3","1","3","4","2","2",,"1,2,3,4,5,6","1","1","1","1","3","3","2",,,,,,,,,,,,,,,,,
"US","Cardiology - Cardiac Electrophysiology","Oregon","99710356-0ea3-4793-b461-5231d1814dc3","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","3","2",,,,,,"2","5",,,"1","2",,"1,3","1","1","1","1","2","4","2",,,,,,,,,,,,,,,,,
"US","Family Medicine / Practice (FP)","Pennsylvania","bf2c2e0b-15c8-4d4e-b0bc-fd156e9d47e1","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","2","1","none",,,,,"1","1","5","5","1","2",,"1,5","2","1","1","1","1","4","2",,,,,,,,,,,"1",,,,,,
"US","Radiology","New York","ec9e313f-f57d-43e9-a406-02e93c68bc66","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","5","1","Sedation medication for ventilator dependent patients","PPE","Tests",,,"2","3",,,"2","2",,"3,4,5,6","2","2","1","1","2","3","2","2","4","12","12",,,,,,,"1",,,,,,
"US","Anesthesiology","Arkansas","ef43008f-41d1-413d-b5c0-018bb80f2aff","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","4","1","None right now",,,,,"3","5",,,"2","1","4","1,3,6","2","1","2","2","2","4","2",,,,,,,,,,,"1",,,,,,
"US","Urology","Arizona","f1d19424-9d1b-4782-851a-d64347d1579f","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","5","6","2",,,,,,"1","5",,,"1","1","3","Office closed for now so obviously no testing at all","2","1","1","1","1","3","3",,,,,,,,,,,"1",,,,,,
"US","Laboratory Manager","Texas","ec1407ba-8cd1-433a-96ae-97b211bc2655","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","2",,,,,,"1","1","3","3","1","2",,"3,4,6","1","1","2","2","2","1","2",,,,,,,,,,,,,,,,,
"US","Pain Medicine","Pennsylvania","67955b6c-fea8-4826-a6ff-ac79d1c9cd58","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","6","1","propofol","fentanyl",,,,"2","5",,,"2","1","4","1,3,5","2","1","2","1","2","3","2",,,,,,,,,,,"2",,,,,,
"US","Emergency Medicine","North Carolina","cd77d97f-650f-4000-9938-f53bd93ade8d","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","4","2",,,,,,"1","1,2,3,4","5","5","1","2",,"4,5,6","2","1","1","1","2","5","2",,"3","5","2,4",,"1","5",,,"I don’t prescribe ","1","1",,,,,
"US","Family Medicine / Practice (FP)","New Mexico","bdb1239f-1c3f-432c-b980-91ce7e1f3c56","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","azithromycin","hydrochloraquin",,,,"3","1","5","5","1","1","4","1,PPE if withing close contact with other staff","1","2","2","1","2","5","1","1",,,,,,,,,,,,,,,,
"DE","Pediatrics (excluding surgery)","Niedersachsen","ab5713ed-a8d7-485a-9a12-eb34230789be","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","7","7","1","Paracetamol",,,,,"2","1,2","2","2","3","2",,"6","1","2","3","3","3","6","2","1","1","11","11",,,,,,,,,,"Inhalation Natriumchlorid",,,
"DE","Cardiology","Nordrhein-Westfalen","c39b98fc-44d4-4969-9c66-4a39c7e9a516","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","5","2","1","Propofol",,,,,"3","1,3","2","4","2","1","4","5,6","2","2","3","3","2","1","2","1","3","12","12",,,,,,,"1",,,,,,
"DE","Anesthesiology","Nordrhein-Westfalen","8d64f566-b935-43bc-bc34-0f8ad8899ca7","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","4","2",,,,,,"3","1,3,4","2","3","1","1","5","3,4,5,6","2","2","2","2","2","4","2","1","1","4,5","2",,"3","4",,,"2","2","3",,,,,
"DE","General Surgery","Rheinland-Pfalz","404a7be8-b3cd-41b0-9110-fe08e2da2771","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","4","5","1","Test","Masks et cetera","Propofol",,,"2","2",,,"1","2",,"5","2","1","3","2","3","3","2",,"3","5","5",,,"4",,,,"1",,,,,,
"DE","Obstetrics & Gynecology","Hessen","70d8e425-09eb-4eb1-a00a-13fe0313b13e","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","1",-1,"2","2",,,,,,"4","5",,,"1","2",,"3","2","1","1","1","1","1","1",,,,,,,,,,,"2",,,,,,
"DE","General Practice (GP)","Bayern","fc28922b-111e-4767-970d-0f30c70569b4","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","5","3","2",,,,,,"2","1,2,4","3","2","1","2",,"3,5,6","1","2","2","2","3","1","2","2","2","11","5,11",,,"3",,,,,,,"symptomatic treatment",,,
"DE","Internal Medicine","Baden-Württemberg","13ee0c14-8e4e-4d59-9766-d93981bc7401","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","1",-1,"2","1","Keine",,,,,"1","1","2","1","1","1","1","1","1","1","1","2","2","1","1",,,,,,,,,,,,,,,,,
"DE","General Surgery","Baden-Württemberg","80520153-2e23-4b8d-b27f-c08a57c83873","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","5","2",,,,,,"2","1","2","4","1","2",,"1,3,4,5","1","1","1","1","2","6","2",,,,,,,,,,,,,,,,,
"DE","Anesthesiology","Baden-Württemberg","79726fc5-a1eb-4aec-8edb-11f0a5cc1e48","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","1","Propofol ","Remifentanyl",,,,"2","5",,,"2","1","2","3","1","2","3","3","3","2","3","1",,,,,,,,,,,,,,,,
"DE","Pediatrics (excluding surgery) - Psychiatry",,"462c3506-d57f-47e7-ab6a-5ecdce501571","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","2",,,,,,"2","5",,,"2","2",,"3","1","1","3","1","2","6","2",,,,,,,,,,,,,,,,,
"DE","General Practice (GP)","Bayern","5d64550f-7377-400c-8f08-60f05e8e5f62","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","2",,,,,,"2","1","4","1","1","2",,"3,4,5,6","1","2","1","1","1","5","2","1",,,,,,,,,,,,,,,,
"DE","Urology","Bayern","7b4322e5-6cb7-4056-8a3f-d28faeeae5c9","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","1","2",,,,,,"4","5",,,"3","1","2","1,2,4","1","2","1","1","2","2","1","4",,,,,,,,,,,,,,,,
"DE","General Practice (GP)","Bayern","89b969de-ddf8-4044-a9f3-9a032c0a5e72","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","1","NN",,,,,"3","1","3","3","2","1","4","4,5,6","1","2","3","2","3","1","2","4",,,,,,,,,,,,,,,,
"DE","Rheumatology","Baden-Württemberg","195bbfca-f77f-44d5-a13b-5ad0c2ba20dd","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","4","1","HCQ","Kaletra","Tocilizumab",,,"2","1","2","4","3","1","2","3,4,5,6","2","1","2","2","2","2","2",,,,,,,,,,,"2",,,,,,
"DE","Pediatrics (excluding surgery)","Berlin","3b8f37f3-8a3f-4fc9-8379-eba0c6c63c66","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","2",,,,,,"2","2,4",,,"1","2",,"3,6","1","2","3","2","3","5","2","5","1","5,11","2,11",,,"5",,,,,"4",,"Paracetamol, Ibuprofen",,,
"DE","Cardiology","Schleswig-Holstein","bcef86ab-8ec1-4ee8-aebf-f1127947089a","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","5","5","2",,,,,,"3","1,2","2","3","2","2",,"6,Divided Team into 2 groups of workers who work weekly seperated","1","2","2","2","2","1","1","4","1","11","5,11",,,"3",,,,,,,"Analgetics",,,
"DE","General Practice (GP)","Thüringen","da473614-ef15-4513-b111-220b55898e6e","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","4",7,"7","1","Chloroquin",,,,,"2","1","2","3","1","2",,"6","1","1","2","2","2","1","2",,,,,,,,,,,,,,,,,
"DE","Obstetrics & Gynecology - Gynecology - Oncology","Schleswig-Holstein","63a00c9f-6001-4862-b51a-98760d8e8028","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","4","6","2",,,,,,"3","5",,,"1","1","4","5","1","1","3","3","3","1","2",,,,,,,,,,,,,,,,,
"DE","Urology","Rheinland-Pfalz","1516e116-527f-4f04-9b64-cc61c0404bce","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","4","5","2",,,,,,"2","1","2","2","3","2",,"4","1","1","1","1","1","1","2",,,,,,,,,,,,,,,,,
"DE","Anesthesiology","Baden-Württemberg","1d1a25f5-7157-4292-84a3-1d0a1cd37553","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","5","1","Propofol",,,,,"2","5",,,"1","1","5","7","1","2","2","2","2","1","2","2",,,,,,,,,,,,,,,,
"DE","Cardiology","Nordrhein-Westfalen","a1f3994a-63fb-4851-bc9a-0355473e1802","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","4","1","At the moment none",,,,,"2","1","3","5","1","2",,"3,5,6","2","2","2","3","3","6","2","2",,,,,,,,,,"2",,,,,,
"DE","Internal Medicine","Nordrhein-Westfalen","caf4c946-aca1-421c-b31a-e7a80cb37f71","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","4","6","1","Disoprivan","Piperacillin/Tazobactam","Clevidipine (not COVID special, but run out due shut down)",,,"1","1,2,3","3","2","3","2",,"1,2","2","2","2","2","2","2","1","5","4","8","8",,,,,,,"2",,,,,,"4"
"DE","Rheumatology",,"f28f22a9-59f8-4c7a-8786-0da18b963d01","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","1","Propofol ","Hydroxychloroquine","Cotrimoxazole",,,"3","5",,,"1","2",,"4,5,wearing surgical mask in contact situation ","2","2","2","2","2","6","2","3",,,,,,,,,,"3",,,,,,
"DE","Ophthalmology","Schleswig-Holstein","db26fc1b-4804-419d-9564-50662d87a076","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","Paracetamol","Azytromicin","Idrossicloroquin","Tolucizumab",,"2","5",,,"1","2",,"3,4,5,6","2","1","3","1","3","1","2",,,,,,,,,,,"1",,,,,,
"DE","Cardiology - Interventional Cardiology","Baden-Württemberg","8ec83e06-2291-4b26-8b51-6ae7d52bdc00","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","1",-1,"1","2",,,,,,"3","5",,,"3","1","4","3,4,5,6","2","2","1","1","1","3","1","5",,,,,,,,,,"2",,,,,,
"DE","Internal Medicine","Brandenburg","51e55602-d3df-4345-8e15-4312d6d6cd81","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","2","1","Remdesevir",,,,,"3","3",,,"1","2",,"1,3,4,5,6","2","2","3","2","3","1","1","5","4","12","12",,,,,,,"3",,,,,,
"DE","Obstetrics & Gynecology","Nordrhein-Westfalen","866e5efe-b120-4be7-bf64-3cc084d37978","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"4","2",,,,,,"3","3",,,"3","1","1","4","2","1","2","2","2","2","2",,"1","12","12",,,,,,,"1",,,,,,
"DE","Hematology","Nordrhein-Westfalen","6a866744-ef71-4b07-9873-bd7ecfa5c474","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","4","1","antibiotic",,,,,"2","1,2,4","4","3","2","2",,"4,5","2","2","2","2","2","3","2","2","6","5","5",,,"3",,,,"1",,,,,,
"DE","Pulmonology/Respiratory Medicine","Sachsen","dea2ae9f-a24f-4ee5-9321-c698d843fffb","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","2",,,,,,"3","1","3","1","1","2",,"1,3,4,5","2","1","1","1","2","4","2",,,,,,,,,,,"1",,,,,,
"DE","Gastroenterology","Berlin","72e7af88-0346-4902-a971-b388587ea4b5","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","2","1","Propofol","Midazolam",,,,"1","1","3","3","1","1","4","7","1","2","2","2","2","2","2","4",,,,,,,,,,,,,,,,
"DE","Internal Medicine","Nordrhein-Westfalen","df538d42-a860-427a-9bfd-bee5c37cae77","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","6","6","1","Tamiflu","Meditonsin",,,,"2","1,2","3","3","2","2",,"1,2,3,4,5,6","1","2","1","1","1","6","3","3","2","12","5",,,"5",,,,,,,,,,
"DE","Hematology Oncology","Berlin","9fee361f-bd0a-447e-9f4d-fd110aaa7a0f","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","5","5","2",,,,,,"3","1","2","1","1","1","1","2,4,5","2","2","1","1","1","2","2","2",,,,,,,,,,"3",,,,,,
"DE","Neurology","Nordrhein-Westfalen","03c3bb66-7f3d-45d6-b429-c92abb4d15ac","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","Doexepin","Lamotrigin",,,,"2","5",,,"2","2",,"3,5,6","1","1","2","2","2","3","2",,,,,,,,,,,,,,,,,
"DE","Radiology","Baden-Württemberg","1459814a-caf4-4b8a-b036-8c95e7cc6bb2","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","4","1","Paracetamol",,,,,"2","5",,,"1","2",,"3,5,6","1","1","2","2","3","1","2",,,,,,,,,,,,,,,,,
"DE","Infectious Diseases","Bayern","98bba843-8d31-4e4a-841c-ba4bd5e58730","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"2","2",,,,,,"3","1","3","2","1","1","2","3,4,5,6","1","2","2","2","1","5","2","3",,,,,,,,,,,,,,,,
"DE","Cardiology","Nordrhein-Westfalen","b0a5dc45-27d1-4bbf-a3e1-f83d59b00ccd","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","4","2",,,,,,"3","1,2","2","4","3","2",,"5,6","2","2","1","2","3","5","2","5","1","1,2","1,2,5",,,"4",,,,"1","4",,,"4",,
"DE","Ophthalmology","Nordrhein-Westfalen","aafca763-51a4-4c04-9add-067a96334764","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","4","5","1","Masks","Desinfectiemiddel","Ventilators",,,"2","5",,,"1","1","4","7","1","2","1","1","1","6","2","2",,,,,,,,,,,,,,,,
"DE","Internal Medicine","Berlin","355416f4-61eb-4155-aa13-3a8b0cf6da01","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","face masks","PPE",,,,"2","1,3,4","2","4","1","1","4","3","1","2","2","1","1","5","2","3","6","2,4,5","1,2,3,6,7,8,9","3","7","3","7","2","2",,"3",,,"7","7","5"
"DE","Nephrology",,"605e96c5-96e6-4e19-b940-7477ee377e7b","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","4","1","Metformin","Januvia","Candesartan",,,"3","5",,,"2","2",,"4","1","1","1","1","1","6","1",,,,,,,,,,,,,,,,,
"DE","General Practice (GP)","Bayern","84a01fa6-f2f8-4489-bad8-744820ae24ba","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","4","3","1","Indapamid",,,,,"2","5",,,"1","2",,"6","1","2","2","1","2","3","2","4",,,,,,,,,,,,,,,,
"DE","General Practice (GP)","Bayern","1f88c629-9ed1-4698-b31f-abde43877baf","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","4","3","1","analgetics",,,,,"3","1","2","4","3","1","3","1,2,5,6","1","2","1","1","1","1","2","4",,,,,,,,,,,,,,,,
"DE","Traumatology/Trauma Surgery","Bayern","6ae39732-60c2-4eba-9fa5-fc28aabcc96f","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","Paracetamol","Cloroquin",,,,"3","4",,,"2","1","2","3,5,6","2","2","1","2","3","4","1","1",,,,,,,,,,"2",,,,,,
"DE","Obstetrics & Gynecology","Baden-Württemberg","91b8dfc3-cbab-4c94-9cf3-4b98b833a6b0","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","6","1","Propofol",,,,,"2","1","3","1","1","1","4","3,4,5","2","2","1","1","2","2","2","4",,,,,,,,,,"1",,,,,,
"DE","Dermatology","Baden-Württemberg","314ac306-fcb1-49ea-ab46-61b888b634cf","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","1","Non",,,,,"1","5",,,"2","1","3","6","1","1","1","1","1","3","3",,,,,,,,,,,,,,,,,
"DE","Anesthesiology","Schleswig-Holstein","9e19edf7-ae18-4937-9ab4-cdf415bb59eb","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","6","2",,,,,,"3","5",,,"3","2",,"5,6","1","1","2","1","2","6","2",,,,,,,,,,,,,,,,,
"DE","Cardiology","Niedersachsen","f3785dd2-0c8b-469a-aea1-c9e33c2987d7","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","4","3","1","chloroqin",,,,,"3","1,2,3","2","3","2","1","3","1,3,4,5","2","1","2","1","2","3","2",,"1","1,2,3,5","2,3","5",,"5",,,,"3","5",,,"5",,
